age,gender,marital_status,education_level,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,num_of_open_accounts,num_of_delinquencies,loan_paid_back,annual_income_log,current_balance_log
48,female,single,master's,employed,0.097,698.0,6076.45,debt_consolidation,9.57,36,3,3,1,10.903018091295898,10.19725544376863
73,female,married,bachelor's,employed,0.187,699.0,20736.47,other,9.04,36,4,1,1,10.321470320149865,10.649892284566942
63,female,single,bachelor's,employed,0.203,556.0,26465.23,other,16.14,36,6,6,1,10.712851876716538,10.461219281031388
36,male,single,other,student,0.343,757.0,12855.37,debt_consolidation,11.02,60,1,3,0,10.758969758184469,10.18507433640157
39,male,single,bachelor's,employed,0.122,596.0,500.0,debt_consolidation,12.71,36,4,1,1,10.61567873937875,9.822259601071927
37,female,married,bachelor's,employed,0.233,818.0,18281.68,debt_consolidation,10.54,36,5,1,1,10.335703965680555,7.81362388872712
46,female,married,high_school,employed,0.11,572.0,5604.42,debt_consolidation,17.38,36,6,3,1,9.744565089170406,8.302783885288013
26,female,single,bachelor's,employed,0.206,806.0,22560.18,debt_consolidation,10.26,36,4,0,1,11.44710185178881,10.60838838747858
63,male,single,high_school,employed,0.208,595.0,500.0,debt_consolidation,10.77,60,9,1,1,10.612949175901138,10.246612964762114
69,female,married,high_school,employed,0.197,650.0,11850.51,car,14.52,60,6,1,1,10.041297155553854,9.477925598853831
29,male,married,high_school,employed,0.209,518.0,3687.52,debt_consolidation,13.47,36,3,4,1,10.33634276992825,9.972774314166474
70,female,single,master's,unemployed,0.15,545.0,11386.94,home,16.27,36,5,2,0,11.20125010867405,8.633549431906546
37,male,married,master's,employed,0.246,622.0,16950.72,debt_consolidation,13.23,36,2,2,1,11.238973370178812,11.191812212959077
51,female,married,bachelor's,self-employed,0.146,751.0,30248.47,medical,15.15,60,1,1,1,10.328996762051226,8.779004995613345
32,male,single,phd,employed,0.157,586.0,20305.05,debt_consolidation,15.63,36,7,2,0,10.170236804263675,9.817237158652667
43,female,single,high_school,employed,0.158,739.0,32741.97,home,11.22,60,4,2,1,10.208624277358854,8.466442907466567
74,female,single,bachelor's,unemployed,0.152,740.0,8586.46,debt_consolidation,8.97,60,8,1,0,11.12329039799396,10.87057690646765
74,male,married,high_school,employed,0.073,734.0,15250.25,debt_consolidation,13.83,36,7,0,1,11.279102971179856,11.37977765591098
25,male,single,phd,employed,0.159,844.0,23901.8,debt_consolidation,10.65,36,2,3,1,10.34601688357641,9.749174859585452
63,female,married,bachelor's,unemployed,0.274,644.0,17247.5,other,11.86,36,4,4,0,10.882975030770556,9.634458427143555
56,male,married,high_school,employed,0.211,718.0,10591.28,car,12.76,60,4,3,1,10.304949324644078,9.894396352524348
56,male,married,high_school,self-employed,0.26,576.0,2908.78,debt_consolidation,13.29,36,4,2,1,9.683221731581142,9.45595436136175
23,female,single,master's,employed,0.011,665.0,2749.47,other,7.85,36,8,3,1,10.863441997421178,9.205214255864128
44,female,widowed,high_school,employed,0.115,589.0,17113.33,medical,16.9,36,3,3,0,10.403628093584897,10.178994685276324
75,male,married,other,employed,0.242,589.0,13366.93,other,14.94,36,3,2,1,10.417257736825542,10.567517923161537
37,female,married,bachelor's,student,0.192,759.0,12176.45,car,11.29,36,4,3,1,10.981102941048038,10.441523008279649
59,female,widowed,high_school,unemployed,0.455,681.0,5353.42,car,12.49,60,6,2,0,9.698215844184459,9.368677419582033
46,female,married,bachelor's,employed,0.125,743.0,7734.49,debt_consolidation,11.12,60,2,2,1,9.224531204132035,8.948106399020384
24,female,married,bachelor's,unemployed,0.181,663.0,16564.43,medical,13.28,36,6,2,0,10.720172511743227,9.786692466197064
75,female,single,bachelor's,employed,0.187,707.0,686.34,debt_consolidation,10.67,36,4,1,0,11.515424439929713,11.332578916562605
65,male,single,bachelor's,employed,0.031,850.0,5153.35,education,5.05,36,4,0,1,11.07980134886809,9.926803119873764
32,female,divorced,bachelor's,unemployed,0.086,770.0,500.0,car,8.61,36,4,2,1,10.042488770851488,9.132282609661178
21,male,married,bachelor's,self-employed,0.083,608.0,5255.84,debt_consolidation,15.15,36,7,0,1,10.66704496631782,9.190030516061315
41,male,single,high_school,employed,0.45849999999999996,735.0,32528.46,debt_consolidation,8.43,60,5,3,1,10.809759867239295,9.268414921591125
39,female,married,bachelor's,employed,0.032,635.0,18016.58,debt_consolidation,13.71,60,5,4,0,10.840629773223567,11.028696655910606
41,male,married,bachelor's,employed,0.074,676.0,17986.23,other,13.14,36,7,2,1,10.14358300501851,8.6572820368745
72,female,single,bachelor's,employed,0.079,816.0,14974.71,other,12.48,36,6,2,1,10.138118075248634,8.609068387504069
38,female,married,high_school,employed,0.212,626.0,15062.88,car,13.74,60,9,3,1,9.106023755710186,9.173849609115402
63,male,single,master's,self-employed,0.176,683.0,5065.81,debt_consolidation,9.28,36,7,6,0,10.63392955444817,9.538456363656742
72,male,married,bachelor's,student,0.196,756.0,10500.67,debt_consolidation,13.82,36,2,2,1,10.958365101813863,10.894377093226836
23,female,single,high_school,employed,0.144,663.0,14564.83,debt_consolidation,11.3,36,3,1,1,11.083232262616338,9.966672658220046
69,female,married,bachelor's,self-employed,0.05,686.0,5427.19,other,13.02,60,2,1,1,9.83577118739674,8.64044568671554
64,female,single,other,unemployed,0.28,700.0,13348.64,other,11.44,36,3,6,0,10.461324616622663,9.633782258525988
52,female,single,high_school,employed,0.056,652.0,18100.43,home,13.61,36,5,2,1,10.444950134988147,7.750950449119075
30,male,single,master's,employed,0.213,718.0,10857.12,business,9.19,36,5,1,0,9.984049971290307,9.438394247889935
60,male,married,bachelor's,unemployed,0.077,666.0,32034.79,education,14.12,36,7,3,0,11.12217846220946,9.359984627394148
35,female,single,bachelor's,employed,0.033,799.0,24484.53,home,10.0,36,6,0,1,10.497930349493732,10.709671858046343
25,male,married,bachelor's,employed,0.084,629.0,14423.3,other,11.98,36,11,0,1,10.195794787414743,7.490574068846497
24,female,single,bachelor's,student,0.099,664.0,20962.24,debt_consolidation,16.1,60,3,4,0,11.180144905715057,10.02442471979657
48,male,married,high_school,unemployed,0.085,646.0,10151.24,debt_consolidation,9.77,36,3,2,0,10.871946925570036,10.388441060871685
73,female,married,phd,employed,0.25,649.0,20520.67,car,13.78,36,7,1,1,10.092879058239447,8.564368719428666
72,female,single,master's,employed,0.063,555.0,5002.69,education,12.11,36,5,4,1,9.452990820588257,9.080092724810408
71,female,single,bachelor's,employed,0.083,704.0,7521.67,debt_consolidation,14.58,36,5,2,1,10.034786392368247,9.628698013066284
73,female,single,bachelor's,unemployed,0.127,749.0,2758.69,business,11.01,60,5,2,1,10.561897056102953,9.060120788587815
24,female,married,bachelor's,employed,0.312,632.0,22157.01,business,14.07,60,9,5,0,10.192366408556678,9.347821454296984
35,other,married,master's,employed,0.344,650.0,8188.64,home,14.38,60,4,3,0,9.788551896743405,9.16329802947617
37,female,single,high_school,employed,0.31,632.0,17696.72,car,15.22,36,4,1,1,10.348751732157154,10.140159974580127
64,female,married,master's,employed,0.109,671.0,500.0,other,12.51,36,5,3,0,9.469346697178569,9.086030331693259
23,female,single,high_school,unemployed,0.087,695.0,18437.73,other,14.16,60,7,0,0,10.829877911048975,10.190178508994677
30,female,single,bachelor's,student,0.174,667.0,7044.89,home,12.83,36,3,3,1,11.752859425127884,11.576099680866497
67,male,married,bachelor's,self-employed,0.293,656.0,21289.4,debt_consolidation,10.64,36,4,2,1,10.85670039626411,8.722894303996714
62,male,single,bachelor's,employed,0.299,721.0,15309.62,business,15.56,60,2,2,1,11.274085237892066,11.129774240078643
43,male,married,high_school,unemployed,0.073,489.5,19446.32,business,15.82,60,4,1,0,10.101678767534679,10.18008542154411
38,male,divorced,bachelor's,unemployed,0.23,685.0,11093.96,car,13.93,36,11,4,0,10.281908919649691,10.027338364171717
21,male,single,master's,unemployed,0.124,583.0,14319.22,other,18.06,60,8,0,0,9.779080690196498,9.893801291813373
55,male,married,bachelor's,employed,0.145,589.0,9869.49,car,14.63,60,3,2,0,10.849662470601931,8.899310515579815
73,female,divorced,high_school,employed,0.208,726.0,12874.91,debt_consolidation,6.98,36,5,2,1,11.11934213809517,9.959128955185124
51,female,single,high_school,employed,0.109,702.0,1939.72,home,10.7,60,8,3,1,10.119604474812654,9.924984332180756
64,male,single,bachelor's,self-employed,0.238,680.0,8012.47,debt_consolidation,11.72,60,3,6,1,10.62135661355082,10.746697999389811
21,male,single,high_school,self-employed,0.127,713.0,13486.8,vacation,11.75,36,5,4,1,9.601872194453874,7.668850785681439
23,female,married,high_school,employed,0.172,695.0,18058.71,debt_consolidation,13.77,36,5,1,1,10.394637574937803,9.16662356653091
23,female,married,bachelor's,retired,0.097,632.0,21897.83,debt_consolidation,15.52,36,6,1,1,9.988394717223041,9.690200268245283
57,female,married,high_school,employed,0.068,639.0,20201.63,other,12.21,36,9,2,1,10.575365385691647,8.781361980595374
39,other,married,high_school,employed,0.385,725.0,13695.36,home,9.21,36,7,2,0,10.853589778697586,11.099985338393852
49,female,married,bachelor's,self-employed,0.41,635.0,11251.04,car,12.28,36,6,2,1,9.925856980817517,8.628936692410775
45,male,single,high_school,employed,0.029,738.0,11277.07,car,12.87,60,7,2,1,9.687330786693357,9.45461507946585
53,male,divorced,high_school,employed,0.258,670.0,11205.57,other,14.41,60,3,4,1,10.44405739824557,8.996026474285978
56,female,single,bachelor's,employed,0.355,751.0,13625.04,debt_consolidation,11.94,60,4,1,0,10.45914121589796,10.13237895326898
49,male,single,high_school,employed,0.121,820.0,10465.82,debt_consolidation,9.19,36,7,0,1,10.424694206470228,10.111194571275792
46,female,divorced,high_school,employed,0.305,805.0,16203.55,other,7.9,36,5,3,1,9.738047301306613,9.033908636083929
24,female,married,bachelor's,employed,0.258,616.0,7405.14,car,10.74,36,8,2,1,9.746179727499973,9.07173441119677
69,female,married,bachelor's,self-employed,0.306,713.0,6038.71,business,6.35,60,4,3,1,10.642318410461229,9.68480715153258
34,male,single,high_school,employed,0.199,565.0,500.0,car,15.33,60,2,5,1,9.407374827961856,8.520776762747591
70,female,married,bachelor's,self-employed,0.127,729.0,17014.6,medical,11.0,60,6,0,1,9.761128741213675,8.73371003451941
47,female,married,other,retired,0.034,646.0,9183.16,car,16.83,36,4,5,1,11.524424595813247,11.691285016710822
53,female,married,other,employed,0.084,601.0,10631.69,business,14.34,36,2,1,1,10.160056982411499,8.673090345269506
42,male,widowed,bachelor's,unemployed,0.046,677.0,22722.84,debt_consolidation,10.85,36,5,2,0,9.62017060571258,7.625590194071775
68,female,single,high_school,employed,0.164,624.0,10991.16,car,12.84,36,7,1,1,9.71652946362013,9.24809077398236
23,female,married,bachelor's,employed,0.186,533.0,500.0,medical,15.14,60,9,2,1,11.21634888675242,11.279456413685718
43,female,married,high_school,student,0.202,611.0,9136.77,debt_consolidation,11.08,36,7,1,0,10.063801202190799,9.33496660611456
41,female,single,bachelor's,self-employed,0.099,770.0,500.0,debt_consolidation,10.86,36,2,1,1,10.375753620536116,9.69557553520694
61,female,single,phd,employed,0.06,673.0,5183.26,business,6.78,36,5,4,1,10.205392745154795,9.591445162277948
43,male,single,bachelor's,employed,0.345,631.0,500.0,car,17.98,36,4,1,0,9.598025685481893,9.14972162514249
24,male,married,bachelor's,employed,0.292,668.0,38483.69,debt_consolidation,17.77,60,6,2,0,9.559521507338733,9.554389545262342
41,female,single,high_school,employed,0.157,651.0,20713.65,car,15.68,36,3,2,1,10.743575195955435,8.788399785468295
57,female,single,high_school,student,0.137,790.0,16328.83,debt_consolidation,11.46,36,6,0,1,9.762670253467949,10.160714025744113
63,male,single,other,employed,0.157,821.0,32503.87,debt_consolidation,11.1,60,5,3,1,11.829920387089603,9.960828671906627
51,female,single,bachelor's,employed,0.177,720.0,24943.62,other,10.31,36,5,1,1,9.586318308610592,9.728309420620958
41,male,single,high_school,employed,0.087,608.0,30943.49,debt_consolidation,12.56,36,6,1,0,9.773451757471044,8.99427421670599
46,male,single,bachelor's,employed,0.289,536.0,17482.22,debt_consolidation,16.16,36,8,4,0,10.77053446735594,10.73771841029045
61,female,married,master's,unemployed,0.11,712.0,18232.11,debt_consolidation,12.29,60,6,0,0,10.574259003208955,10.797148757194998
55,male,single,high_school,employed,0.45849999999999996,664.0,18037.92,car,10.47,60,5,3,1,11.270176859341012,8.224348482125125
58,male,married,bachelor's,employed,0.181,837.0,9674.67,car,9.51,36,1,3,1,10.771036259082159,10.226254875815245
44,male,married,bachelor's,employed,0.093,536.0,11485.15,debt_consolidation,12.56,60,6,2,1,11.180403894181756,11.030156220875629
31,female,married,bachelor's,self-employed,0.265,601.0,31385.49,home,16.29,60,4,6,1,11.459998415678998,11.56285079411984
61,male,single,high_school,employed,0.372,666.0,8482.86,debt_consolidation,11.04,36,7,6,0,10.312016960877061,9.797668598478142
49,male,married,bachelor's,employed,0.135,606.0,36743.38,car,17.65,36,2,1,1,9.3544398501487,6.675242977663827
67,male,married,high_school,employed,0.101,565.0,36430.1,car,15.84,36,7,4,1,11.373616959776891,10.286195673521677
75,male,single,master's,employed,0.142,649.0,13046.62,debt_consolidation,12.17,60,6,3,1,11.060448305911931,10.10503886014556
23,male,single,bachelor's,unemployed,0.088,645.0,23324.03,debt_consolidation,10.75,60,7,4,0,10.811450907854029,10.634696120644893
21,male,single,other,employed,0.317,685.0,24607.47,other,11.02,36,5,4,1,11.37832870504344,10.033288307477447
72,male,single,bachelor's,employed,0.133,739.0,26516.89,other,9.84,36,5,4,1,10.451691327595794,10.23769687355119
74,female,married,high_school,employed,0.096,635.0,6276.27,other,14.98,60,7,5,1,10.140643273266736,9.884628330093616
39,male,single,bachelor's,self-employed,0.106,776.0,9377.06,education,10.58,36,6,1,1,11.153629088076537,10.579281279124865
66,male,married,bachelor's,unemployed,0.286,750.0,17973.61,medical,7.94,36,6,4,0,10.658172819929217,10.298496855393797
69,male,divorced,bachelor's,employed,0.311,699.0,14289.33,other,14.11,36,3,2,1,10.364763834029903,9.476463716088555
42,male,single,bachelor's,employed,0.287,818.0,17032.48,business,7.18,36,4,2,1,11.413212637720976,9.659618197929879
34,female,single,high_school,self-employed,0.206,559.0,14905.57,car,15.75,60,7,2,1,11.301769153748836,10.574827422764907
69,male,married,master's,unemployed,0.24,736.0,21133.04,other,7.2,60,2,6,0,10.162291640937056,8.588231170244843
34,male,married,phd,self-employed,0.271,586.0,8658.55,debt_consolidation,14.15,36,4,5,0,9.623440260832286,9.066114280096489
64,male,single,bachelor's,employed,0.321,731.0,13138.43,car,9.56,60,3,1,1,9.917555138424584,8.194016575012116
36,female,married,master's,self-employed,0.148,757.0,524.41,other,13.66,36,5,3,1,10.146559997684367,10.52463538239058
53,male,married,high_school,student,0.263,805.0,23012.63,education,12.1,36,1,2,0,10.206430335732202,8.565011454871712
33,female,married,high_school,employed,0.295,759.0,8405.68,debt_consolidation,11.68,60,3,3,1,10.663120029910585,7.796300643347605
58,male,single,bachelor's,employed,0.37,563.0,13843.34,business,13.48,36,0,4,0,12.328582580662655,12.134572777007746
69,male,married,bachelor's,employed,0.286,723.0,16519.28,car,11.59,36,8,1,1,11.107718823456695,11.041143775912618
32,female,married,bachelor's,employed,0.283,716.0,500.0,debt_consolidation,10.94,36,2,3,0,11.232826435105665,10.72647193559496
75,female,single,bachelor's,self-employed,0.166,520.0,24613.33,debt_consolidation,16.21,36,4,3,1,10.482332133688656,10.166727587251037
71,female,single,high_school,unemployed,0.182,617.0,27864.01,debt_consolidation,14.82,60,5,4,0,10.637090980739092,10.074362175792261
58,male,married,high_school,self-employed,0.032,679.0,8140.36,medical,8.99,60,4,1,1,10.807947779136422,10.540144272596203
59,female,single,high_school,employed,0.052,574.0,13921.49,education,15.09,60,6,3,1,11.224536476045198,10.95548121753313
53,male,single,other,employed,0.329,620.0,30784.02,home,15.96,60,5,2,1,11.083595031974834,10.165997191051686
53,female,divorced,bachelor's,employed,0.09,772.0,18023.11,home,12.91,36,3,2,1,10.92306475071396,8.795520140843522
49,female,married,master's,student,0.182,704.0,12128.19,business,13.28,36,3,2,0,10.114937802906926,8.708923678407057
25,male,married,bachelor's,employed,0.113,681.0,10447.17,debt_consolidation,12.48,36,7,3,1,9.478194921821899,9.123324994978553
26,female,single,high_school,employed,0.169,589.0,500.0,debt_consolidation,14.66,36,5,4,1,11.216878907546727,10.646335672859658
51,female,single,bachelor's,self-employed,0.056,636.0,20295.36,other,18.57,36,4,3,1,10.939233521158778,9.164083845434513
36,male,married,bachelor's,employed,0.281,660.0,33292.73,business,13.86,36,8,2,1,10.121398236249314,9.223405648325574
51,female,married,bachelor's,self-employed,0.45849999999999996,791.0,22328.58,debt_consolidation,6.59,36,8,5,1,11.84364382259025,11.508236388414094
45,female,married,bachelor's,student,0.198,610.0,19803.85,debt_consolidation,13.41,36,8,0,0,9.993456219097903,9.279007857197431
68,male,single,bachelor's,employed,0.019,781.0,6303.94,debt_consolidation,10.4,60,3,2,1,10.478951942414994,10.879903016596831
66,female,married,bachelor's,employed,0.081,672.0,6608.07,car,10.5,36,3,1,1,10.353415379676843,9.747683089295952
53,male,divorced,high_school,unemployed,0.074,612.0,27559.16,medical,18.0,60,1,2,0,10.091004340714873,9.90791424028068
33,female,single,master's,self-employed,0.131,848.0,17361.59,car,10.82,60,6,3,1,10.19191984350361,9.763617829352826
72,female,single,bachelor's,self-employed,0.278,737.0,15986.04,business,13.76,60,5,2,1,10.127257707493264,10.51183282252775
30,female,married,bachelor's,employed,0.238,618.0,9671.41,car,15.73,60,7,2,1,10.065976231576363,10.180915859353064
44,male,married,master's,employed,0.047,717.0,6567.2,education,9.38,36,13,2,1,10.83441188902283,9.453876964493269
30,female,single,high_school,employed,0.052,680.0,8728.48,debt_consolidation,12.6,36,3,2,1,11.013825987103383,9.935653148311884
61,male,married,phd,employed,0.431,703.0,13181.05,debt_consolidation,12.31,36,6,2,1,10.12038644650019,9.653074289512382
51,male,single,high_school,employed,0.086,804.0,20315.03,debt_consolidation,7.46,60,4,2,1,10.199561811871929,9.666741277244045
33,male,married,high_school,employed,0.192,515.0,20163.03,car,17.86,60,7,4,0,10.72759369485563,10.234027226254215
23,female,single,master's,employed,0.451,691.0,16899.42,medical,11.19,36,5,2,1,10.645004094454706,9.20934988160251
70,female,single,bachelor's,retired,0.16,686.0,2981.97,education,10.51,36,7,2,1,10.578853072270753,9.347213798777979
72,male,married,master's,employed,0.167,744.0,500.0,medical,11.32,36,1,5,1,10.619727774371167,10.746181689173403
54,female,married,bachelor's,self-employed,0.25,670.0,7673.22,debt_consolidation,11.43,36,8,2,0,10.865189030487672,9.512185670740053
69,male,widowed,bachelor's,employed,0.131,604.0,22336.16,business,11.26,36,4,2,1,11.162046832769997,8.849096434637215
48,female,single,high_school,employed,0.185,752.0,6179.54,debt_consolidation,9.81,36,3,0,1,10.170208849797287,9.712465052079684
39,female,married,master's,employed,0.129,589.0,16461.59,debt_consolidation,9.39,36,6,5,0,10.702607636206421,7.8264311641154025
43,male,single,high_school,employed,0.318,593.0,15253.63,other,14.73,60,7,1,1,10.207761220080828,9.567920406197105
65,male,single,phd,self-employed,0.013,602.0,15137.49,debt_consolidation,14.55,60,5,2,0,9.308753913187475,9.604137000725679
52,male,single,bachelor's,employed,0.264,634.0,17186.07,car,13.72,36,6,6,1,9.96235156656832,9.150470402837772
33,male,single,bachelor's,employed,0.184,674.0,3248.53,business,12.81,60,5,2,1,11.573352137784287,11.068937124412555
53,female,married,high_school,employed,0.219,715.0,22466.27,education,10.01,60,5,3,1,11.113520457304434,9.910769971238846
54,male,single,other,employed,0.151,693.0,5319.76,other,9.37,36,7,2,1,9.294226453647465,8.765825136164212
53,female,married,master's,self-employed,0.339,733.0,5778.18,debt_consolidation,11.21,36,5,6,1,10.0846338356331,9.339929002117934
25,female,married,bachelor's,self-employed,0.169,729.0,500.0,debt_consolidation,9.2,60,7,1,1,10.397435648727402,9.743989350162432
23,female,single,other,employed,0.326,817.0,31299.23,home,12.19,60,8,1,0,10.521369553174104,9.679947047446191
27,male,widowed,other,self-employed,0.344,660.0,16780.05,car,11.33,36,4,5,0,10.162942203565462,10.099423511347581
44,female,single,bachelor's,employed,0.109,725.0,10710.11,debt_consolidation,11.6,36,3,0,1,10.972399623964064,11.074736886837677
42,female,divorced,high_school,employed,0.189,818.0,4060.5,debt_consolidation,6.97,36,5,2,1,11.414885422479005,8.498619768338914
65,female,divorced,bachelor's,retired,0.139,736.0,2015.63,other,9.73,36,3,3,1,11.178981489601346,10.995127591462154
43,female,divorced,bachelor's,employed,0.044,638.0,24277.86,education,12.81,36,6,3,1,10.171802537830352,9.647815644213761
50,male,married,bachelor's,employed,0.108,618.0,13369.05,debt_consolidation,11.41,36,6,0,1,9.676862322205617,9.196236376589908
38,male,single,phd,unemployed,0.052,749.0,9437.21,medical,10.0,60,6,1,1,10.861837848824912,8.530444997091985
52,female,single,high_school,employed,0.148,719.0,500.0,car,10.03,36,7,2,1,9.60753806566592,9.768409822090153
73,female,married,master's,employed,0.135,666.0,18677.59,medical,14.52,36,4,5,1,10.940611596572952,8.78051392140164
27,female,single,other,employed,0.166,850.0,6051.87,debt_consolidation,7.84,60,3,2,1,11.355954762614523,10.131547001003936
53,male,married,master's,self-employed,0.079,609.0,20176.74,car,14.64,36,4,3,1,10.810410947583069,10.74688581938222
25,female,married,bachelor's,employed,0.104,572.0,2449.32,education,15.16,36,4,3,1,9.852101622279061,9.555482771021003
69,male,single,bachelor's,employed,0.326,639.0,6670.33,debt_consolidation,14.79,36,5,2,1,9.911752305184345,9.25875141666986
48,male,single,master's,employed,0.047,778.0,22971.68,car,13.47,36,3,0,1,10.539386109304976,9.732333802991876
28,female,single,high_school,self-employed,0.182,573.0,15424.34,car,13.88,60,3,5,1,11.566061220982457,10.349511260479213
35,male,married,master's,self-employed,0.293,610.0,11659.32,debt_consolidation,15.66,60,4,4,0,10.584855884021932,10.438428256298984
72,female,single,bachelor's,employed,0.219,657.0,4227.06,medical,11.18,60,4,4,0,9.829511033280557,9.845349835806186
24,female,married,bachelor's,employed,0.046,729.0,3070.12,debt_consolidation,6.6,60,5,2,1,10.432606429772402,10.091978787662875
54,female,married,master's,employed,0.323,683.0,15213.42,debt_consolidation,10.02,36,5,4,1,11.767133713223405,11.884618737127195
25,female,single,high_school,employed,0.228,684.0,4674.48,debt_consolidation,13.8,36,6,2,1,9.61538339101729,8.597666575566114
53,female,married,phd,employed,0.138,850.0,23864.36,debt_consolidation,10.02,36,7,2,1,11.312790181704939,10.226995037356259
25,male,married,bachelor's,student,0.399,688.0,31851.32,debt_consolidation,7.58,60,3,6,0,10.300150703490903,9.085978241459372
58,female,married,bachelor's,self-employed,0.134,626.0,11372.13,education,15.42,36,4,5,1,10.790436802552954,9.329514439698706
54,female,divorced,bachelor's,employed,0.265,754.0,25486.01,debt_consolidation,10.59,60,1,0,1,11.059272079022708,11.116837800874622
46,female,single,high_school,self-employed,0.08,718.0,14853.74,home,12.33,60,2,2,1,10.053196381935882,9.372970995235978
21,female,single,bachelor's,employed,0.152,719.0,525.03,debt_consolidation,9.02,60,3,1,1,11.204384551625017,8.197610323062118
24,male,married,master's,self-employed,0.117,667.0,17839.08,other,14.06,36,7,3,1,10.79560054425035,10.537885024406027
59,male,single,high_school,employed,0.045,639.0,9221.67,home,16.84,60,5,2,1,11.327383287540748,11.172475889211695
74,male,single,bachelor's,employed,0.115,656.0,24776.35,home,14.16,60,4,0,1,10.742583583977948,9.823785036990687
46,female,married,master's,unemployed,0.359,617.0,13512.2,debt_consolidation,12.37,36,4,3,0,11.651818682286931,10.808683564994238
53,male,married,bachelor's,retired,0.101,733.0,15222.83,debt_consolidation,11.72,36,5,3,1,9.51249101797879,8.411910450511655
53,female,single,bachelor's,self-employed,0.27,701.0,12277.55,debt_consolidation,13.6,36,7,0,1,10.921122585865925,11.21340479200572
28,male,married,high_school,self-employed,0.17,722.0,12005.06,car,11.26,36,6,3,1,10.669673044080497,9.443076962599767
40,female,single,bachelor's,self-employed,0.258,618.0,22702.84,education,12.87,36,1,4,0,9.86113522098058,9.454286834449544
36,male,married,master's,employed,0.26,669.0,25833.72,debt_consolidation,10.69,36,5,1,0,11.282645006412496,10.82011142891149
41,male,married,bachelor's,employed,0.082,774.0,16360.61,other,6.89,36,3,1,1,9.840857608905235,8.48738737867011
65,male,married,high_school,employed,0.234,596.0,16254.96,business,13.42,36,6,2,1,10.930336170309829,10.80330595750263
75,female,married,high_school,employed,0.136,689.0,14386.44,debt_consolidation,14.83,36,4,1,1,10.265849246219158,9.717421192711688
46,male,single,bachelor's,employed,0.048,665.0,14924.54,car,13.87,36,6,5,1,11.872484565727223,11.158783310809765
43,female,single,bachelor's,unemployed,0.145,679.0,13312.28,debt_consolidation,14.08,36,5,1,0,10.880912141250434,8.397945583797723
38,male,single,high_school,employed,0.3,777.0,1634.05,debt_consolidation,12.61,60,3,2,1,10.895985152340389,10.699329398530683
51,female,single,bachelor's,employed,0.29,695.0,15201.06,debt_consolidation,11.31,36,6,3,1,11.496016510960294,10.98596605547062
72,male,married,bachelor's,employed,0.339,784.0,23853.39,medical,11.74,36,10,4,1,10.518371794859567,9.046467585250689
62,female,married,high_school,self-employed,0.304,850.0,26629.54,other,11.41,60,5,0,1,10.817165875038459,9.94832180716494
32,male,single,high_school,retired,0.144,741.0,19955.29,medical,6.96,60,6,2,1,9.720695084881056,9.788269723921058
21,female,married,bachelor's,unemployed,0.121,683.0,25744.7,debt_consolidation,12.58,36,5,5,0,10.534203057666286,9.472893080225491
62,male,married,master's,employed,0.247,735.0,21949.04,debt_consolidation,9.72,36,5,3,1,10.55805813245778,10.060605397400693
29,female,single,bachelor's,employed,0.218,690.0,18876.88,debt_consolidation,12.8,36,5,0,1,9.373515636039297,9.252634242754931
23,female,single,master's,employed,0.147,697.0,20792.16,debt_consolidation,12.35,36,5,2,1,10.782375437935684,10.54379287187654
71,male,married,bachelor's,self-employed,0.041,797.0,500.0,car,8.64,36,1,0,1,11.332546699734003,9.496853010907055
46,male,single,master's,unemployed,0.179,589.0,12042.8,vacation,15.5,36,8,2,0,11.030198030344053,10.929705835268313
29,female,married,master's,employed,0.188,709.0,6574.2,debt_consolidation,13.44,60,3,2,1,11.279007957466604,10.913453856243358
62,female,married,master's,employed,0.2,700.0,13839.07,debt_consolidation,9.99,36,4,2,1,10.920199742981682,10.338139549074274
71,male,divorced,bachelor's,self-employed,0.156,664.0,8244.7,other,14.83,60,2,2,1,10.538380689861615,9.010896257289506
36,female,single,other,unemployed,0.12,681.0,18490.75,business,13.25,60,5,2,0,9.416143238924146,8.805875763201602
44,male,married,high_school,employed,0.13,774.0,13355.78,debt_consolidation,10.41,60,8,6,1,9.979016550268868,8.270182062077023
70,male,married,high_school,unemployed,0.314,582.0,9861.74,home,16.52,60,4,2,0,10.561860559417223,10.925669379286058
34,male,single,master's,employed,0.063,594.0,12433.0,business,15.94,60,7,3,1,10.172608554141453,10.120143706117082
23,female,single,master's,self-employed,0.221,648.0,13722.16,debt_consolidation,15.23,36,3,2,1,9.952367712655803,10.134949212263802
54,male,married,master's,employed,0.203,712.0,12085.15,home,14.4,36,8,2,0,12.127967255876971,9.508074007780712
53,female,divorced,master's,retired,0.111,730.0,17362.36,medical,10.16,36,4,3,1,11.364073654637501,11.021859493720806
70,female,married,bachelor's,employed,0.102,635.0,23987.69,debt_consolidation,14.75,60,5,3,1,11.812545643814943,11.696029049234308
44,male,married,other,self-employed,0.365,620.0,6806.78,home,19.1,36,8,2,1,10.186107584451886,9.765351862096177
29,female,married,high_school,retired,0.313,655.0,14835.97,education,13.08,36,3,2,1,10.449580025534784,7.940398690708036
33,female,single,other,self-employed,0.038,629.0,25080.44,debt_consolidation,9.15,36,8,0,1,10.265029334184076,9.05150054861278
